ticket_id,ticket_text,predicted_category,confidence,reasoning,escalate_flag,suggested_reply,true_category,true_escalate
TKT-10005,I was billed for a PPV event I never watched. The stream was broken. I want a refund.,billing_refund,0.95,Refund request for PPV event,False,We're looking into the PPV event issue and our billing team will review the stream status and your account activity.,billing_refund,False
TKT-10038,"I get a 'Network error 503' whenever I try to watch anything, but my internet is fine.",technical_bug,0.95,Network error 503,False,,technical_bug,False
TKT-10029,Someone changed my account password. I need help recovering access immediately.,account_management,0.95,Account password recovery,True,,account_management,True
TKT-10098,Does the family plan work across different countries? We have members in 3 countries.,subscription_plan,0.9,Asking about family plan availability across countries,False,,subscription_plan,False
TKT-10004,I cancelled my plan on 2024-09-21 but still got billed. I want a refund.,billing_refund,0.95,Requesting refund after being billed post-cancellation,False,"We're looking into the charge after your cancellation on 2024-09-21, and our billing team will review your account activity now.",billing_refund,False
TKT-10073,My username was changed without my knowledge. This looks like unauthorized access.,account_management,0.92,Reporting unauthorized change to account information,True,,account_management,True
TKT-10011,Is there a plan that allows offline downloads on more than 2 devices?,subscription_plan,0.9,Inquiring about plan features for offline downloads,False,,subscription_plan,False
TKT-10165,I share a family plan with my spouse but she can't see the content I purchased.,content_access,0.88,Issue with shared content visibility on family plan,False,We'll check the content sharing settings on your family plan to see why your spouse can't access the purchased content.,content_access,False
TKT-10187,Please delete my account and all personal data under GDPR/CCPA.,account_management,0.96,Request for account deletion and data removal,True,,account_management,True
TKT-10057,Someone changed my account password. I need help recovering access immediately.,account_management,0.94,Need help recovering access after password change,False,,account_management,False
TKT-10191,I was billed for a PPV event I never watched. The stream was broken. I want a refund.,billing_refund,0.93,Requesting refund for unbilled or unwatched content,False,We're looking into the PPV event issue and our billing team will review the transaction to determine the next steps for your account.,billing_refund,False
TKT-10054,Your pricing page shows two different prices. Which one is correct?,subscription_plan,0.89,Clarification on pricing discrepancy,False,,subscription_plan,False
TKT-10121,The app shows me content recommendations in a different language despite my settings.,technical_bug,0.91,App malfunction with content recommendations,False,,technical_bug,False
TKT-10088,The app crashes every time I try to open it on my iPhone 15. Been happening since the update.,technical_bug,0.95,App crashes on iPhone 15,False,,technical_bug,False
TKT-10182,I can't access any content from my TV. The app just shows a loading spinner forever.,content_access,0.9,Content not loading on TV,True,,content_access,True
TKT-10064,The app shows me content recommendations in a different language despite my settings.,technical_bug,0.85,Incorrect language in content recommendations,False,,technical_bug,False
TKT-10174,I'm on the Premium plan — does it include the PPV events or are those separate?,subscription_plan,0.9,Question about Premium plan inclusions,False,,subscription_plan,False
TKT-10065,Live event for Shadow Realm started 20 minutes late and then cut out entirely at the halfway mark.,content_access,0.85,Live event started late and cut out,False,"We're looking into the delay and disruption of the Shadow Realm live event, and our tech team will review the stream's performance to see what went wrong.",content_access,False
TKT-10184,The app shows me content recommendations in a different language despite my settings.,technical_bug,0.85,Incorrect language in content recommendations,False,,technical_bug,False
TKT-10050,Does the family plan work across different countries? We have members in 3 countries.,subscription_plan,0.8,Question about family plan across countries,False,,subscription_plan,False
TKT-10105,I've been trying to verify my email for 3 days. The link in the email says 'expired'.,account_management,0.9,Email verification link expired,True,,account_management,True
TKT-10025,I switched cards mid-cycle and got charged on both. Need the old charge reversed.,billing_refund,0.95,Double charge after card switch,False,We're looking into the duplicate charge on your account and our billing team will review the transaction details to sort this out.,billing_refund,False
TKT-10018,I was incorrectly suspended. I have not violated any terms of service.,account_management,0.9,Incorrect account suspension,False,,account_management,False
TKT-10063,The episode progress bar is broken — it always shows 0% even mid-episode.,technical_bug,0.95,Episode progress bar is not working,False,,technical_bug,False
TKT-10185,How do I download my viewing history and account data?,account_management,0.9,Request to download viewing history and account data,False,,account_management,False
TKT-10122,My bank flagged your charge as suspicious and now my card is blocked. Please help.,billing_refund,0.85,Card blocked due to suspicious charge,False,We'll review the transaction and provide documentation to help you verify the charge with your bank.,billing_refund,False
TKT-10046,Do you offer a military/veteran discount?,subscription_plan,0.9,Inquiry about military/veteran discount,False,,subscription_plan,False
TKT-10195,I upgraded to the Annual plan but my card was charged the monthly rate. Please correct.,billing_refund,0.9,Incorrect billing rate after plan upgrade,False,We're looking into the incorrect charge on your account and our billing team will review the plan upgrade details to correct the payment.,billing_refund,False
TKT-10007,I cancelled my plan on 2025-01-24 but still got billed. I want a refund.,billing_refund,0.95,Request for refund after cancellation,True,,billing_refund,True
TKT-10080,My bank flagged your charge as suspicious and now my card is blocked. Please help.,billing_refund,0.85,Card blocked due to suspicious charge,False,We'll verify the charge with our billing team and provide a confirmation to help you clear the issue with your bank.,billing_refund,False
TKT-10192,The 4K stream for Mango Tales is not available even though I'm on the Ultra HD plan.,content_access,0.9,4K stream not available for specific content,False,We're checking your Ultra HD plan entitlement and the 4K stream availability for Mango Tales now.,content_access,False
TKT-10161,Two-factor authentication code is never delivered to my phone number.,technical_bug,0.95,Two-factor authentication code not delivered,True,,technical_bug,True
TKT-10137,My bank flagged your charge as suspicious and now my card is blocked. Please help.,billing_refund,0.85,Card blocked due to suspicious charge,False,We'll review the transaction and provide a confirmation to your bank to help resolve the block on your card.,billing_refund,False
TKT-10140,Subtitles are hard to read on light backgrounds. Please add a background option.,general_feedback,0.8,User is providing feedback on subtitles,False,,general_feedback,False
TKT-10074,My username was changed without my knowledge. This looks like unauthorized access.,account_management,0.9,User's username was changed without their knowledge,True,,account_management,True
TKT-10196,I requested a refund 10 days ago via chat and never heard back. Ticket #96193.,billing_refund,0.95,User is inquiring about a refund,True,,billing_refund,True
TKT-10043,Does the family plan work across different countries? We have members in 3 countries.,subscription_plan,0.85,User is asking about family plan coverage,False,,subscription_plan,False
TKT-10156,I purchased Shadow Realm Season 2 but only Season 1 shows up in My Library.,content_access,0.9,User is having trouble accessing purchased content,False,"We're checking your account access to ensure you have the correct entitlements for Shadow Realm Season 2, and our team will verify the purchase details now.",content_access,False
TKT-10125,The family plan was supposed to cover 5 members but I got charged per-user fees.,subscription_plan,0.85,User is having issues with family plan fees,False,,billing_refund,False
TKT-10176,I need an invoice/receipt for my last 3 payments for expense reimbursement.,billing_refund,0.8,User is requesting invoices for payments,False,"I've located your payment history, and our billing team will generate the invoices for your last 3 payments, which will be emailed to you shortly.",billing_refund,False
TKT-10109,Video playback stutters every 30 seconds on WiFi but works fine on mobile data.,technical_bug,0.9,User is experiencing video playback issues,False,,technical_bug,False
TKT-10099,I've been locked out after too many login attempts. My account is not compromised.,account_management,0.85,User is having trouble with login attempts,True,,account_management,True
TKT-10036,I was billed for a PPV event I never watched. The stream was broken. I want a refund.,billing_refund,0.95,User is requesting a refund for a PPV event,True,,billing_refund,True
TKT-10108,Video playback stutters every 30 seconds on WiFi but works fine on mobile data.,technical_bug,0.9,Video playback issue on WiFi,False,,technical_bug,False
TKT-10167,I can't reset my password. The reset email never arrives even in spam.,account_management,0.95,Password reset issue,False,,account_management,False
TKT-10131,I want to cancel my subscription but can't find the cancellation option anywhere.,subscription_plan,0.95,Cancellation option not found,True,,account_management,True
TKT-10037,I've been locked out after too many login attempts. My account is not compromised.,account_management,0.9,Locked out after login attempts,False,,account_management,True
TKT-10096,I transferred to a new phone and can't log in — it says 'too many devices'.,account_management,0.95,Device limit issue,False,,account_management,False
TKT-10047,I've been trying to verify my email for 3 days. The link in the email says 'expired'.,account_management,0.9,Email verification link expired,True,,account_management,True
TKT-10160,Can you add a sleep timer? Would love it for bedtime watching.,general_feedback,0.95,Feature request for sleep timer,False,,general_feedback,False
TKT-10079,I cancelled my plan on 2024-12-03 but still got billed. I want a refund.,billing_refund,0.95,Incorrect billing after cancellation,False,We're looking into the charge after your cancellation on Dec 3. Our billing team will review your account and payment history next.,billing_refund,False
TKT-10062,I need an invoice/receipt for my last 3 payments for expense reimbursement.,billing_refund,0.9,Request for payment invoices,True,,billing_refund,True
TKT-10031,The promo code SAVE30 was applied but I was charged full price anyway.,billing_refund,0.95,Promo code not applied correctly,False,"We're looking into why the SAVE30 promo code didn't apply the discount, and our billing team will review the transaction details next.",billing_refund,False
TKT-10166,App is using 8GB of storage on my Roku Stick for a 2GB cache limit. Something is wrong.,technical_bug,0.9,App storage usage exceeds set limit,False,,technical_bug,False
TKT-10035,The Wobble World finale is locked behind a paywall even though my plan says 'all content included'.,content_access,0.95,Paywall issue despite having 'all content included' plan,False,"We're checking your plan details and content access to see why The Wobble World finale is locked, our content team will review your entitlement now.",content_access,False
TKT-10022,Two-factor authentication code is never delivered to my phone number.,account_management,0.92,Two-factor authentication code not delivered,False,,technical_bug,False
TKT-10188,I've been locked out after too many login attempts. My account is not compromised.,account_management,0.9,Locked out after multiple login attempts,False,,account_management,True
TKT-10077,I want to downgrade from Annual to Monthly but can't find where to do it.,subscription_plan,0.95,Difficulty downgrading subscription plan,False,,subscription_plan,False
TKT-10045,My downloaded episodes disappeared after the latest app update. I had 12 episodes saved.,technical_bug,0.92,Downloaded episodes disappeared after app update,False,,content_access,False
TKT-10172,I can see Mango Tales listed but when I click it says 'Not available in your region'.,content_access,0.9,Content not available in user's region,True,,content_access,True
TKT-10091,Wish you had more horror content. Competitors have way more selection.,general_feedback,0.95,Request for more content in a specific genre,False,,general_feedback,False
TKT-10090,Age verification is failing even though I uploaded my ID. What's the issue?,account_management,0.9,Age verification issue despite uploading ID,False,,account_management,False
TKT-10171,Your pricing page shows two different prices. Which one is correct?,billing_refund,0.92,Pricing page discrepancy,False,"Our team will review the pricing page to clarify the correct price and update it if needed, so you can get an accurate quote.",subscription_plan,False
TKT-10151,My bank flagged your charge as suspicious and now my card is blocked. Please help.,billing_refund,0.95,User's bank flagged charge as suspicious,True,,billing_refund,True
TKT-10101,How do I download my viewing history and account data?,account_management,0.9,User wants to download viewing history and account data,False,,account_management,False
TKT-10157,Watchlist reorders itself randomly. My carefully curated list is a mess now.,technical_bug,0.95,Watchlist reorders itself randomly,False,,technical_bug,False
TKT-10186,"I get a 'Network error 503' whenever I try to watch anything, but my internet is fine.",technical_bug,0.95,Network error 503 despite stable internet,False,,technical_bug,False
TKT-10153,Video playback stutters every 30 seconds on WiFi but works fine on mobile data.,technical_bug,0.9,Video playback stutters on WiFi,False,,technical_bug,False
TKT-10081,I'm on the Premium plan — does it include the PPV events or are those separate?,subscription_plan,0.95,User inquires about Premium plan inclusions,False,,subscription_plan,False
TKT-10197,The app shows me content recommendations in a different language despite my settings.,content_access,0.9,Content recommendations in wrong language,False,We'll take a look at your account settings and language preferences to see why you're getting recommendations in the wrong language.,technical_bug,False
TKT-10136,Audio cuts out completely after about 45 minutes of continuous playback.,technical_bug,0.95,Audio cuts out after continuous playback,False,,technical_bug,False
TKT-10126,The parental controls PIN I set is no longer working.,account_management,0.9,Parental controls PIN not working,True,,account_management,True
TKT-10068,Push notifications stopped working after I updated to version 5.3.0.,technical_bug,0.95,Push notifications stopped working after update,True,,technical_bug,True
TKT-10030,The app shows me content recommendations in a different language despite my settings.,content_access,0.9,Content recommendations are not respecting user settings,False,"We're checking your account settings to see why the recommendations aren't matching your language preference, and our tech team will review the app's behavior.",technical_bug,False
TKT-10118,I bought the bundle deal but half the shows in the bundle are missing.,content_access,0.95,Missing content from purchased bundle,True,,content_access,True
TKT-10190,I purchased The Hollow Season 2 but only Season 1 shows up in My Library.,content_access,0.95,Purchased content not available in library,False,"We're checking your account access to ensure you have the correct entitlements for The Hollow Season 2, and our team will verify the purchase details now.",content_access,False
TKT-10084,App is using 8GB of storage on my iPad Pro for a 2GB cache limit. Something is wrong.,technical_bug,0.9,App storage usage exceeds set limit,False,,technical_bug,False
TKT-10094,The volume normalization is really inconsistent between episodes.,technical_bug,0.85,Inconsistent volume normalization,False,,general_feedback,False
TKT-10198,Early access to Mango Tales Season 3 was supposed to start today but I can't see it.,content_access,0.95,Early access content not available,False,Let me check on that. We're verifying the early access schedule for Mango Tales Season 3 and I'll confirm the availability on your account.,content_access,False
TKT-10138,Live event for Battle Bots Jr. started 20 minutes late and then cut out entirely at the halfway mark.,technical_bug,0.9,Live event started late and cut out,False,,content_access,False
TKT-10027,The grandfathered pricing I was on seems to have disappeared from my account.,subscription_plan,0.9,Grandfathered pricing disappeared,False,,subscription_plan,False
TKT-10148,My payment keeps failing but you still managed to charge my card twice. Please look into this.,billing_refund,0.95,Payment failed but card was charged twice,True,,billing_refund,True
TKT-10017,The 4K stream for Neon Knights is not available even though I'm on the Ultra HD plan.,content_access,0.95,4K stream not available on Ultra HD plan,False,We're checking your Ultra HD plan entitlement and the 4K stream availability for Neon Knights now.,content_access,False
TKT-10072,Please delete my account and all personal data under GDPR/CCPA.,account_management,0.95,Request to delete account and personal data,True,,account_management,True
TKT-10053,I want to transfer my purchase history to a new email address.,account_management,0.9,Request to transfer purchase history to a new email address,False,,account_management,False
TKT-10055,Can I switch from monthly to annual billing and get credit for the days left this month?,subscription_plan,0.95,Request to switch billing plan and get credit for remaining days,False,,subscription_plan,False
TKT-10181,My account was hacked and purchases were made without my consent. Need all charges reversed.,billing_refund,0.95,Request to reverse unauthorized charges due to account hacking,True,,billing_refund,True
TKT-10002,I was billed for a PPV event I never watched. The stream was broken. I want a refund.,billing_refund,0.95,Request for refund due to broken stream and unauthorized charge,False,We're looking into the PPV event issue and our billing team will review the stream status and your payment details next.,billing_refund,False
TKT-10100,My payment keeps failing but you still managed to charge my card twice. Please look into this.,billing_refund,0.9,Request to investigate and refund duplicate charges,True,,billing_refund,True
TKT-10110,Wobble World is showing as 'Expiring Soon' but the description says it's a permanent purchase.,content_access,0.9,Discrepancy between content expiration status and description,True,,content_access,True
TKT-10152,My bank flagged your charge as suspicious and now my card is blocked. Please help.,billing_refund,0.85,"Charge flagged as suspicious by bank, requesting assistance",False,We'll verify the charge with our billing team and provide a confirmation to share with your bank to help resolve the block.,billing_refund,False
TKT-10116,I transferred to a new phone and can't log in — it says 'too many devices'.,account_management,0.9,Login issue after transferring to a new device,True,,account_management,True
TKT-10051,You charged me after I deleted the app. How is that even possible?,billing_refund,0.95,Unauthorized charge after deleting the app,False,We'll look into why you were charged after uninstalling. Our billing team will review your account status and subscription details next.,billing_refund,False
TKT-10158,Please bring back the old home screen layout. The new one is harder to navigate.,general_feedback,0.9,User is providing feedback on the new home screen layout,False,,general_feedback,False
TKT-10189,The family plan was supposed to cover 5 members but I got charged per-user fees.,subscription_plan,0.95,User is inquiring about the family plan and per-user fees,False,,billing_refund,False
TKT-10008,I was billed for a PPV event I never watched. The stream was broken. I want a refund.,billing_refund,0.98,User is requesting a refund for a PPV event they never watched,True,,billing_refund,True
TKT-10102,Content I bookmarked has a broken thumbnail and won't play.,content_access,0.92,User is having issues accessing bookmarked content,False,"We're checking the thumbnail and playback issue for your bookmarked content, and our tech team will verify the video file integrity next.",content_access,False
TKT-10111,The player controls disappear and won't come back — I can't pause or seek.,technical_bug,0.96,User is experiencing a technical issue with the player controls,False,,technical_bug,False
TKT-10169,I purchased Wobble World Season 2 but only Season 1 shows up in My Library.,content_access,0.94,User is having issues accessing purchased content,False,"We're checking your account access to ensure you have the right entitlements for Wobble World Season 2, and our team will verify the purchase details now.",content_access,False
TKT-10164,I was incorrectly suspended. I have not violated any terms of service.,account_management,0.93,User is disputing an incorrect suspension,True,,account_management,True
TKT-10199,The 'Continue Watching' row shows content I've never seen and hides what I actually watch.,content_access,0.91,User is having issues with the 'Continue Watching' row,False,We're looking into why the 'Continue Watching' row is showing incorrect content on your account and will check your viewing history to get it updated.,content_access,False
TKT-10048,I bought a gift card and applied it but premium content is still locked for me.,billing_refund,0.89,User is having issues with a gift card and premium content access,False,We'll verify the gift card balance and its application to your account to ensure premium access is unlocked for you.,content_access,False
TKT-10162,Can I switch from monthly to annual billing and get credit for the days left this month?,subscription_plan,0.97,User is inquiring about switching to annual billing and getting credit,False,,subscription_plan,False
